Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300047734,07/02/2022,IN202124215,1015888,KANDHARI BEVERAGES PVT LTD,Ambala,1015888,KANDHARI BEVERAGES PVT LTD,AMBALA,170401023,DS SUS 22/14 7040 SFB<BLACK4 *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"1,020,000",120,"13,846.00",AMBALA,IN,CPT,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103864,Haryana,Haryana,06AAACK6337K1ZF,06AAACK6337K1ZF,Cont.-20 Ft.,KA01AM3299
7300047734,07/02/2022,IN202124215,1015888,KANDHARI BEVERAGES PVT LTD,Ambala,1015888,KANDHARI BEVERAGES PVT LTD,AMBALA,170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"1,020,000",120,"13,846.00",AMBALA,IN,CPT,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103864,Haryana,Haryana,06AAACK6337K1ZF,06AAACK6337K1ZF,Cont.-20 Ft.,KA01AM3299
7300047734,07/02/2022,IN202124215,1015888,KANDHARI BEVERAGES PVT LTD,Ambala,1015888,KANDHARI BEVERAGES PVT LTD,AMBALA,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"1,020,000",120,"13,846.00",AMBALA,IN,CPT,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103864,Haryana,Haryana,06AAACK6337K1ZF,06AAACK6337K1ZF,Cont.-20 Ft.,KA01AM3299
7300047735,07/02/2022,IN202124216,1013521,BHARAT PETROLEUM CORPORATION.LTD.,Chennai,1013521,BHARAT PETROLEUM CORPORATION.LTD.,"TONDIARPET, CHENNAI",134210352,TSV 40 PV LS <NAT/MAROON RED X5-0110,1342103,TSV 40-1 PV LONG SPOUT,"100,300",118,"24,072.00","TONDIARPET, CHENNAI",IN,CPT,14046,Oms Logistics Private Limited,O52522,Tamil Nadu,Tamil Nadu,33AAACB2902M1Z0,33AAACB2902M1Z0,Cont.-19 Ft.,KA22C5700
7300047736,07/02/2022,IN202124217,1015941,Hindustan coca cola Beverages Pvt L,Siliguri,1015941,Hindustan coca cola Beverages Pvt L,"Siliguri, Raninagar",170850199,DS SUS 28/16 7085 SFB<RED*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"780,000",156,0.00,"Siliguri, Raninagar",IN,CIF,14046,Oms Logistics Private Limited,O52523,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21BN1945
7300047736,07/02/2022,IN202124217,1015941,Hindustan coca cola Beverages Pvt L,Siliguri,1015941,Hindustan coca cola Beverages Pvt L,"Siliguri, Raninagar",170850198,DS SUS 28/16 7085 SFB<BLCK*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"155,000",31,0.00,"Siliguri, Raninagar",IN,CIF,14046,Oms Logistics Private Limited,O52523,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21BN1945
7300047736,07/02/2022,IN202124217,1015941,Hindustan coca cola Beverages Pvt L,Siliguri,1015941,Hindustan coca cola Beverages Pvt L,"Siliguri, Raninagar",170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"2,185,000",437,0.00,"Siliguri, Raninagar",IN,CIF,14046,Oms Logistics Private Limited,O52523,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21BN1945
7300047737,07/02/2022,IN202124218,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",170401022,DS SUS 22/14 7040 SFB<WHITE *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"1,530,000",180,0.00,"Bidadi, Hobli",IN,CIF,14046,Oms Logistics Private Limited,O52524,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA25AB0939
7300047737,07/02/2022,IN202124218,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"1,530,000",180,0.00,"Bidadi, Hobli",IN,CIF,14046,Oms Logistics Private Limited,O52524,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA25AB0939
7300047738,07/02/2022,IN202124219,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,wada,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,Wada,170850199,DS SUS 28/16 7085 SFB<RED*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"250,000",50,0.00,Wada,IN,CIF,17587,N P TRANSPORT,NP1222,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14HG9279
