Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300048509,22/03/2022,IN202124959,1017070,Varun Beverages Limited,Tirunelveli,1017070,Varun Beverages Limited,Tirunelveli,172161001,SK 26/7 MIB AQF BLUE 8362 *AQUAFINA*,1721610,"SK 26,7 MIB AQF","3,432,000",624,0,Tirunelveli,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL42514,Tamil Nadu,Tamil Nadu,33AAACV2678L1Z1,33AAACV2678L1Z1,Cont.-32 Ft.,HR61D9163
7300048528,23/03/2022,IN202124978,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066834,SK 38/23 SFB<VALVO SILVER RS.25 MCO,1330665,SK 38/23 SFB IHS,"217,800",121,0,Additional Ambernath,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2508,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14GD7385
7300048528,23/03/2022,IN202124978,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066818,SK 38/23 SFB<VALVO SILV RS.40 MCO 506952,1330665,SK 38/23 SFB IHS,"30,600",17,0,Additional Ambernath,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2508,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14GD7385
7300048529,23/03/2022,IN202124979,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066597,SK 38/23 SFB <VALVO IHS GREEN *VALVOLINE,1330665,SK 38/23 SFB IHS,"36,000",20,0,Additional Ambernath,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2508,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14GD7385
7300048530,23/03/2022,IN202124980,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066700,SK 38/23 SFB <BLACK 4174 *VALVOLINE,1330665,SK 38/23 SFB IHS,"32,400",18,0,Additional Ambernath,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2508,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14GD7385
7300048531,23/03/2022,IN202124981,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066597,SK 38/23 SFB <VALVO IHS GREEN *VALVOLINE,1330665,SK 38/23 SFB IHS,"48,600",27,0,Additional Ambernath,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2508,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14GD7385
7300048532,23/03/2022,IN202124982,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,134053230,SK 40/24 PV5 <IHS VAL MCO FITPRO SILVER,1340590,SK 40/24 PV5 IHS,"1,270",1,0,Additional Ambernath,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2508,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14GD7385
7300048535,23/03/2022,IN202124985,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,134053214,SK 40/24 PV5<* VALVOL* BLK RS.50 AGRI,1340590,SK 40/24 PV5 IHS,"97,500",65,0,Additional Ambernath,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2508,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14GD7385
7300048544,23/03/2022,IN202124993,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059102,SK40/24 PV6<IHS-RS.10/-*CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"75,000",50,0,Patalganga,IN,CIF,17587,N P TRANSPORT,NP1510,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU9558
7300048544,23/03/2022,IN202124993,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059113,"SK40/24 PV6<IHS *CASTROL*SILVER PKT3,6",1340591,SK 40/24 PV6 IHS CASTROL,"10,500",7,0,Patalganga,IN,CIF,17587,N P TRANSPORT,NP1510,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU9558
7300048544,23/03/2022,IN202124993,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059123,SK40/24 PV6<IHS POWER1 CRBMin *CASTR*RED,1340591,SK 40/24 PV6 IHS CASTROL,"22,500",15,0,Patalganga,IN,CIF,17587,N P TRANSPORT,NP1510,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,PICK UP,MH14HU9558
