Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300047533,25/01/2022,IN202124026,1019507,Hindustan Coca-Cola Beverages Pvt L,Siliguri,1019507,Hindustan Coca-Cola Beverages Pvt L,"Jalpaiguri, West Bengal",170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"3,100,000",620,0.00,"Jalpaiguri, West Bengal",IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103461,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21CN6932
7300047534,25/01/2022,IN202124027,97300047,Cargill India Pvt. Ltd.,Gandhidham,97300047,Cargill India Pvt. Ltd.,Kutch,116310225,BERG SPOUT 42 <GREEN 0024 *CARGILL EMB*,1163101,"BERG SPOUT 42/4,1","289,600",360,0.00,Kutch,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103450,Gujarat,Gujarat,24AAACC3269J1ZQ,24AAACC3269J1ZQ,Cont.-20 Ft.,MH04FD4586
7300047535,25/01/2022,IN202124028,1011280,DECCAN CANS & PRINTERS PVT.LTD.,Daman,1011280,DECCAN CANS & PRINTERS PVT.LTD.,DAMAN(U.T.),116211081,P2 K CL BLU/RED 21,1162110,P2 K CL,"50,400",28,0.00,DAMAN(U.T.),IN,CIF,97300171,V-Trans (India) Ltd.,20245950,DNH & Daman & Diu,DNH & Daman & Diu,26AAACD1511C1ZJ,26AAACD1511C1ZJ,LCL,MH12NX9846
7300047536,25/01/2022,IN202124029,1019487,Vardhman Plastochem Pvt. Ltd.,Vapi,1019487,Vardhman Plastochem Pvt. Ltd.,"Umbergaon, Gujarat",134210306,TSV 40 PV LS <NAT/BLK 1061(3985),1342103,TSV 40-1 PV LONG SPOUT,"29,750",35,0.00,"Umbergaon, Gujarat",IN,CIF,97300171,V-Trans (India) Ltd.,20245951,Gujarat,Gujarat,24AAACV9843R1ZJ,24AAACV9843R1ZJ,LCL,MH12NX9846
7300047537,25/01/2022,IN202124030,1016903,Ravi Oil Refineries,Rajkot,1016903,Ravi Oil Refineries,"GondaL,  Rajkot",116310452,BERG SPOUT 42 ECCO< YELLOW 046* RAVI OIL,1163201,BERG SPOUT 42 ECO,"51,200",32,0.00,"GondaL,  Rajkot",IN,CIF,97300171,V-Trans (India) Ltd.,20245952,Gujarat,Gujarat,24AAXFR3445H1ZT,24AAXFR3445H1ZT,LCL,MH12NX9846
7300047538,25/01/2022,IN202124031,97300136,N. K. Proteins Pvt. Ltd.,Mehsana,97300136,N. K. Proteins Pvt. Ltd.,Mehesana,116310410,BERG SPOUT 42 ECCO<ORANGE 0032*TIRUPATI*,1163201,BERG SPOUT 42 ECO,"224,000",140,0.00,Mehesana,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103451,Gujarat,Gujarat,24AAACN9377N1ZU,24AAACN9377N1ZU,LCV-709,MH14DM9499
7300047539,25/01/2022,IN202124032,9008183,AGRO PACK WH,Dahej,1018329,Adama India Private Limited,Bharuch,134620104,SK 40/23 SFB CUT <IHS ADAMA BLUE 2311,1346201,SK 40/23 SFB CUT IHS - ADAMA,"204,000",120,0.00,Bharuch,IN,CIF,17587,N P TRANSPORT,NP1165,Gujarat,Gujarat,24AABCM8797N1ZO,,Cont.-20 Ft.,MH14JL9558
7300047540,25/01/2022,IN202124033,9008183,AGRO PACK WH,Dahej,1018329,Adama India Private Limited,Bharuch,134620102,SK 40/23 SFB CUT <IHS ADAMA GREEN 1821,1346201,SK 40/23 SFB CUT IHS - ADAMA,"306,000",180,0.00,Bharuch,IN,CIF,17587,N P TRANSPORT,NP1165,Gujarat,Gujarat,24AABCM8797N1ZO,,Cont.-20 Ft.,MH14JL9558
7300047542,25/01/2022,IN202124035,9005459,BHARATIYAM FOODS & BEVERAGES PVT LT,Bidadi,1012973,HINDUSTAN COCA-COLA BEVERAGES PVT L,Bidadi Hobli,172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,Bidadi Hobli,IN,CIF,14046,Oms Logistics Private Limited,O52495,Karnataka,Karnataka,29AAACH3005M1ZN,29AABCB6746L1Z8,Cont.-20 Ft.,KA51AG5876
7300047545,25/01/2022,IN202124038,1018407,VARUN BEVERAGES LIMITED,Sricity,1018407,VARUN BEVERAGES LIMITED,"Sri City, Chittoor",172161001,SK 26/7 MIB AQF BLUE 8362 *AQUAFINA*,1721610,"SK 26,7 MIB AQF","3,432,000",624,0.00,"Sri City, Chittoor",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL31400,ANDHRA PRADESH,ANDHRA PRADESH,37AAACV2678L1ZT,37AAACV2678L1ZT,Cont.-32 Ft.,MH42AQ7677
