Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300049056,22/04/2022,IN202220345,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,170401022,DS SUS 22/14 7040 SFB<WHITE *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"1,700,000",200,0.00,Goblej,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2200682,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-32 Ft.,NL01AE2430
7300049056,22/04/2022,IN202220345,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,97300086,Hindustan Coca Cola Bev. Pvt. Ltd.,Goblej,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"3,604,000",424,0.00,Goblej,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2200682,Gujarat,Gujarat,24AAACH3005M1ZX,24AAACH3005M1ZX,Cont.-32 Ft.,NL01AE2430
7300049057,22/04/2022,IN202220346,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,170401022,DS SUS 22/14 7040 SFB<WHITE *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"850,000",100,0.00,Guntur,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL42726,ANDHRA PRADESH,ANDHRA PRADESH,37AAACH3005M1ZQ,37AAACH3005M1ZQ,Cont.-32 Ft.9,NL01AB3705
7300049057,22/04/2022,IN202220346,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"3,604,000",424,0.00,Guntur,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL42726,ANDHRA PRADESH,ANDHRA PRADESH,37AAACH3005M1ZQ,37AAACH3005M1ZQ,Cont.-32 Ft.9,NL01AB3705
7300049058,22/04/2022,IN202220347,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"850,000",100,0.00,Guntur,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL42726,ANDHRA PRADESH,ANDHRA PRADESH,37AAACH3005M1ZQ,37AAACH3005M1ZQ,Cont.-32 Ft.9,NL01AB3705
7300049059,22/04/2022,IN202220348,1016352,BUNGE INDIA PVT. LTD.,Rajpura ,1016352,BUNGE INDIA PVT. LTD.,RAJPURA,116310423,BERG SPOUT 42 ECCO< GREEN 0089 *BUNGE*,1163201,BERG SPOUT 42 ECO,"192,000",120,0.00,RAJPURA,IN,CIF,17241,TCI Express Limited,060701130,Punjab,Punjab,03AAACG7034K1ZT,03AAACG7034K1ZT,LCL,MH11AL1734
7300049060,22/04/2022,IN202220349,1011280,DECCAN CANS & PRINTERS PVT.LTD.,Daman,1011280,DECCAN CANS & PRINTERS PVT.LTD.,DAMAN(U.T.),116210267,P2 K B1 <*TX PRG* BLU/ WHITE 1086,1162110,P2 K CL,"25,200",14,0.00,DAMAN(U.T.),IN,CIF,97300171,V-Trans (India) Ltd.,20246729,DNH & Daman & Diu,DNH & Daman & Diu,26AAACD1511C1ZJ,26AAACD1511C1ZJ,LCL,MH14AZ2799
7300049060,22/04/2022,IN202220349,1011280,DECCAN CANS & PRINTERS PVT.LTD.,Daman,1011280,DECCAN CANS & PRINTERS PVT.LTD.,DAMAN(U.T.),116211081,P2 K CL BLU/RED 21,1162110,P2 K CL,"50,400",28,0.00,DAMAN(U.T.),IN,CIF,97300171,V-Trans (India) Ltd.,20246729,DNH & Daman & Diu,DNH & Daman & Diu,26AAACD1511C1ZJ,26AAACD1511C1ZJ,LCL,MH14AZ2799
7300049063,22/04/2022,IN202220352,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,"Bidadi, Hobli",IN,CIF,14046,Oms Logistics Private Limited,O64798,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA05AH9713
7300049064,22/04/2022,IN202220353,9004775,GS Caltex India Pvt Ltd,Kalamboli,1006958,GS Caltex India Private Limited,Mumbai,134051071,SK 40/24 PV5 <IHS*GS CALTEX* SILV AM3518,1340590,SK 40/24 PV5 IHS,"78,000",52,0.00,Mumbai,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2538,Maharashtra,Maharashtra,27AADCG6605R1Z3,27AADCG6605R1Z3,PICK UP,MH14DM1572
