Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300047639,01/02/2022,IN202124128,1016872,BANASKANTHA DIST.COOP.MILK UNION LT,Faridabad,1016872,BANASKANTHA DIST.COOP.MILK UNION LT,FARIDABAD,173080758,SK 38/16 S DS <* AMUL * BLUE 9148 54GC0,1730801,SK 38/16 S DS,"1,572,000",624,0.00,FARIDABAD,IN,CIF,14046,Oms Logistics Private Limited,O52507,Haryana,Haryana,06AAAAB0575E1Z9,06AAAAB0575E1Z9,Cont.-32 Ft.,HR55AC8542
7300047640,01/02/2022,IN202124129,9006910,SLMG Beverages Pvt. Limited,Barabanki,1015345,SLMG Beverages Pvt. Ltd.,Lucknow,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"3,179,000",374,0.00,Lucknow,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103654,Uttar Pradesh,Uttar Pradesh,09AAYCS4927P1Z3,09AAYCS4927P1Z3,Cont.-32 Ft.9,NL01Q0412
7300047640,01/02/2022,IN202124129,9006910,SLMG Beverages Pvt. Limited,Barabanki,1015345,SLMG Beverages Pvt. Ltd.,Lucknow,170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"2,125,000",250,0.00,Lucknow,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103654,Uttar Pradesh,Uttar Pradesh,09AAYCS4927P1Z3,09AAYCS4927P1Z3,Cont.-32 Ft.9,NL01Q0412
7300047642,01/02/2022,IN202124131,1013463,Regent Enterprises Limited,Hapur,1013463,Regent Enterprises Limited,Meerut,116210262,P2 K <NAT/YELLOW 0042 UNI,1162101,P2 K,"5,400",3,0.00,Meerut,IN,CIF,17241,TCI Express Limited,58816505,Uttar Pradesh,Uttar Pradesh,09AABCC8928K1Z7,09AABCC8928K1Z7,LCL,MH05K9983
7300047643,01/02/2022,IN202124132,1013463,Regent Enterprises Limited,Hapur,1013463,Regent Enterprises Limited,Meerut,116210295,P2 K <*TX PRG* NAT/ GREEN 0047,1162101,P2 K,"5,400",3,0.00,Meerut,IN,CIF,17241,TCI Express Limited,58816505,Uttar Pradesh,Uttar Pradesh,09AABCC8928K1Z7,09AABCC8928K1Z7,LCL,MH05K9983
7300047644,01/02/2022,IN202124133,97300168,Shree Hari Industries (Hari Oil Mil,Bharatpur,97300168,Shree Hari Industries (Hari Oil Mil,Bharatpur,152220304,EV 21/20 MAG yellow / RED 0036 *ENGINE*,1520201,EV 21/20  MAG (7740),"190,000",50,0.00,Bharatpur,IN,CIF,17241,TCI Express Limited,58816494,Rajasthan,Rajasthan,08AAEFS5110M1Z4,08AAEFS5110M1Z4,LCL,MH05K9983
7300047645,01/02/2022,IN202124134,1007343,Hindustan Coca Cola Bev. Pvt. Ltd.,Pirangut,1007343,Hindustan Coca Cola Bev. Pvt. Ltd.,Pune,172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,Pune,IN,CIF,17587,N P TRANSPORT,NP1191,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH12NX9846
7300047646,01/02/2022,IN202124135,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"2,210,000",260,0.00,Guntur,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL39722,ANDHRA PRADESH,ANDHRA PRADESH,37AAACH3005M1ZQ,37AAACH3005M1ZQ,Cont.-20 Ft.,MH14GU2534
7300047647,01/02/2022,IN202124136,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,97300087,Hindustan Coca-Cola Beverages Pvt L,Guntur,170401022,DS SUS 22/14 7040 SFB<WHITE *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"850,000",100,0.00,Guntur,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL39722,ANDHRA PRADESH,ANDHRA PRADESH,37AAACH3005M1ZQ,37AAACH3005M1ZQ,Cont.-20 Ft.,MH14GU2534
7300047649,01/02/2022,IN202124138,9004408,Prithviraj Plastics Pvt Ltd.,Kurakumbh,97300045,Cargill India Pvt Ltd.,Pune,133060835,SK 38/23 PV <*CARGILL* IHS YELLOW 0041,1330603,SK 38/23 PV IHS,"100,800",56,0.00,Pune,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2290,Maharashtra,Maharashtra,27AAACC3269J1ZK,27AAFCP7763B1ZC,PICK UP,MH14DM1572
7300047650,02/02/2022,IN202124139,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,"Bidadi, Hobli",IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103691,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA22D7359
7300047651,02/02/2022,EX202110117,1017101,International Beverages Private Lim,BANGLADESH,1017101,International Beverages Private Lim,Bangladesh,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"6,120,000",720,"384,928.00",Bangladesh,BD,CFR,23801,Meridian Global Shipping & Logistic,202110117,Export,,,,Export 40 ft,MH46AR4670
7300047652,02/02/2022,IN202124140,1015941,Hindustan coca cola Beverages Pvt L,Siliguri,1015941,Hindustan coca cola Beverages Pvt L,"Siliguri, Raninagar",170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"2,025,000",405,0.00,"Siliguri, Raninagar",IN,CIF,14046,Oms Logistics Private Limited,O52508,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21CN4107
7300047652,02/02/2022,IN202124140,1015941,Hindustan coca cola Beverages Pvt L,Siliguri,1015941,Hindustan coca cola Beverages Pvt L,"Siliguri, Raninagar",170850199,DS SUS 28/16 7085 SFB<RED*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"625,000",125,0.00,"Siliguri, Raninagar",IN,CIF,14046,Oms Logistics Private Limited,O52508,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21CN4107
7300047652,02/02/2022,IN202124140,1015941,Hindustan coca cola Beverages Pvt L,Siliguri,1015941,Hindustan coca cola Beverages Pvt L,"Siliguri, Raninagar",170850301,DS SUS 28/16 7085 SFB<whit*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"470,000",94,0.00,"Siliguri, Raninagar",IN,CIF,14046,Oms Logistics Private Limited,O52508,West Bengal,West Bengal,19AAACH3005M1ZO,19AAACH3005M1ZO,Cont.-32 Ft.9,UP21CN4107
7300047653,02/02/2022,EX202110118,1017101,International Beverages Private Lim,BANGLADESH,1017101,International Beverages Private Lim,Bangladesh,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"6,120,000",720,"384,928.00",Bangladesh,BD,CFR,23801,Meridian Global Shipping & Logistic,202110118,Export,,,,Export 40 ft,MH06AQ0587
7300047654,02/02/2022,IN202124141,1015888,KANDHARI BEVERAGES PVT LTD,Ambala,1015888,KANDHARI BEVERAGES PVT LTD,AMBALA,170401023,DS SUS 22/14 7040 SFB<BLACK4 *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"306,000",36,"4,154.00",AMBALA,IN,CPT,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103701,Haryana,Haryana,06AAACK6337K1ZF,06AAACK6337K1ZF,Cont.-32 Ft.9,MH15FQ0138
7300047654,02/02/2022,IN202124141,1015888,KANDHARI BEVERAGES PVT LTD,Ambala,1015888,KANDHARI BEVERAGES PVT LTD,AMBALA,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"4,998,000",588,"67,846.00",AMBALA,IN,CPT,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103701,Haryana,Haryana,06AAACK6337K1ZF,06AAACK6337K1ZF,Cont.-32 Ft.9,MH15FQ0138
7300047656,02/02/2022,IN202124143,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059117,SK40/24 PV6<IHS *CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"135,000",140,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2103723,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-709,DN09L9495
7300047661,02/02/2022,IN202124148,1015245,UNIVERSAL PETRO-CHEMICALS LTD,Kalamboli,1015245,UNIVERSAL PETRO-CHEMICALS LTD,RAIGAD,133066582,SK 38/23 SFB <IHS 36/1 * BLACK 4174(R),1330665,SK 38/23 SFB IHS,"41,400",23,0.00,RAIGAD,IN,CIF,97300171,V-Trans (India) Ltd.,20246008,Maharashtra,Maharashtra,27AAACU3243L1Z8,27AAACU3243L1Z8,LCL,MH14HU9558
7300047662,02/02/2022,IN202124149,1014167,ADM Agro Industries Latur & Vizag P,Latur ,1014167,ADM Agro Industries Latur & Vizag P,Latur,116310256,BERG SPOUT 42 < GREEN 0024 *ADM*,1163101,"BERG SPOUT 42/4,1","80,000",50,0.00,Latur,IN,CIF,97300171,V-Trans (India) Ltd.,20246009,Maharashtra,Maharashtra,27AAACT0700F1ZY,27AAACT0700F1ZY,LCL,MH14HU9558
7300047664,02/02/2022,IN202124151,1019044,SRI THIRUPATHI TRADERS,Virudhunagar,1019044,SRI THIRUPATHI TRADERS,VIRUDHUNAGAR,152220320,EV 21/20 MAG YELLOW / RED 0036 (2F),1520201,EV 21/20  MAG (7740),"98,800",26,0.00,VIRUDHUNAGAR,IN,CIF,17241,TCI Express Limited,58816601,Tamil Nadu,Tamil Nadu,33AOPPK2773R1Z5,33AOPPK2773R1Z5,LCL,MH05K9983
7300047664,02/02/2022,IN202124151,1019044,SRI THIRUPATHI TRADERS,Virudhunagar,1019044,SRI THIRUPATHI TRADERS,VIRUDHUNAGAR,152220332,EV 21/20 MAG(7740)<YELLOW 46/RED 0036,1520201,EV 21/20  MAG (7740),"250,800",66,0.00,VIRUDHUNAGAR,IN,CIF,17241,TCI Express Limited,58816601,Tamil Nadu,Tamil Nadu,33AOPPK2773R1Z5,33AOPPK2773R1Z5,LCL,MH05K9983
7300047665,02/02/2022,IN202124152,1016857,Dashmile Lubtech Pvt Ltd,Navi Mumbai,1016857,Dashmile Lubtech Pvt Ltd,"Taloja, Raigad",134050963,SK 40/24 PV 5<IHS 37.5/2 RED 0036,1340590,SK 40/24 PV5 IHS,"49,500",70,"5,500.00","Taloja, Raigad",IN,CPT,17587,N P TRANSPORT,NP1199,Maharashtra,Maharashtra,27AAHCD2462K1ZH,27AAHCD2462K1ZH,PICK UP,MH14EM0626
7300047667,02/02/2022,IN202124154,1007565,Castrol India Limited,Patalganga,1007565,Castrol India Limited,Patalganga,134059102,SK40/24 PV6<IHS-RS.10/-*CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"300,000",200,0.00,Patalganga,IN,CIF,17587,N P TRANSPORT,NP1201,Maharashtra,Maharashtra,27AAACC4481E1ZV,27AAACC4481E1ZV,LCV-17 Ft.,MH14JL9558
7300047668,02/02/2022,IN202124155,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,wada,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,Wada,170850197,DS SUS 28/16 7085 SFB <BLU*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"1,300,000",260,0.00,Wada,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2291,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14GD7385
7300047669,02/02/2022,IN202124156,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,wada,97300089,Hindustan Coca Cola Bev. Pvt. Ltd.,Wada,170850198,DS SUS 28/16 7085 SFB<BLCK*COCACOLA EMB*,1708502,DS SUS 28/16 7085 SFB 1 COL PR,"500,000",100,0.00,Wada,IN,CIF,16997,S.R.DABHADE TRANSPORT,SR2291,Maharashtra,Maharashtra,27AAACH3005M1ZR,27AAACH3005M1ZR,Cont.-20 Ft.,MH14GD7385
7300047670,02/02/2022,IN202124157,1016184,VARUN BEVERAGES LTD.,Pathankot,1016184,VARUN BEVERAGES LTD.,Pathankot,172920153,DS 33/15 ACF GREEN (1251) 63001228*SLI,1729201,DS 33/15 SFB ACF (3303),"1,596,000",380,0.00,Pathankot,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL39695,Punjab,Punjab,03AAACV2678L2Z3,03AAACV2678L2Z3,Cont.-32 Ft.,RJ18GB1742
7300047670,02/02/2022,IN202124157,1016184,VARUN BEVERAGES LTD.,Pathankot,1016184,VARUN BEVERAGES LTD.,Pathankot,172920154,DS 33/15 ACF WHITE (1086) HP1279 *SLI,1729201,DS 33/15 SFB ACF (3303),"1,024,800",244,0.00,Pathankot,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL39695,Punjab,Punjab,03AAACV2678L2Z3,03AAACV2678L2Z3,Cont.-32 Ft.,RJ18GB1742
7300047673,02/02/2022,IN202124160,1017070,Varun Beverages Limited,Tirunelveli,1017070,Varun Beverages Limited,Tirunelveli,172161001,SK 26/7 MIB AQF BLUE 8362 *AQUAFINA*,1721610,"SK 26,7 MIB AQF","1,941,500",360,0.00,Tirunelveli,IN,CIF,14046,Oms Logistics Private Limited,O52509,Tamil Nadu,Tamil Nadu,33AAACV2678L1Z1,33AAACV2678L1Z1,Cont.-20 Ft.,KA01AL6885
7300047674,02/02/2022,IN202124161,1018407,VARUN BEVERAGES LIMITED,Sricity,1018407,VARUN BEVERAGES LIMITED,"Sri City, Chittoor",172161001,SK 26/7 MIB AQF BLUE 8362 *AQUAFINA*,1721610,"SK 26,7 MIB AQF","3,300,000",624,0.00,"Sri City, Chittoor",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL39703,ANDHRA PRADESH,ANDHRA PRADESH,37AAACV2678L1ZT,37AAACV2678L1ZT,Cont.-32 Ft.,NL01AE2511
7300047675,02/02/2022,IN202124162,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066582,SK 38/23 SFB <IHS 36/1 * BLACK 4174(R),1330665,SK 38/23 SFB IHS,"57,600",32,0.00,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP1202,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14EM8919
7300047675,02/02/2022,IN202124162,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066597,SK 38/23 SFB <VALVO IHS GREEN *VALVOLINE,1330665,SK 38/23 SFB IHS,"147,600",82,0.00,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP1202,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14EM8919
7300047676,02/02/2022,IN202124163,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066834,SK 38/23 SFB<VALVO SILVER RS.25 MCO,1330665,SK 38/23 SFB IHS,"45,000",25,0.00,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP1202,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14EM8919
7300047676,02/02/2022,IN202124163,1010986,Valvoline Cummins Private Limited,Ambernath,1010986,Valvoline Cummins Private Limited,Additional Ambernath,134051055,SK 40/24 PV5 <VALVO SILV RS.20PCM BL,1340590,SK 40/24 PV5 IHS,"9,000",6,0.00,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP1202,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACW0287A1ZN,Cont.-20 Ft.,MH14EM8919
