Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300049002,20/04/2022,IN202220291,1009039,Mahesh Edible Oil Industries Ltd.,Kota,1009039,Mahesh Edible Oil Industries Ltd.,Kota,152430200,CTC 26/10 (4330)<RED 0036 V2 3020K,1524301,CTC  26/10  (4330),"1,500,000",150,0.00,Kota,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL42739,Rajasthan,Rajasthan,08AACCM7102J1ZK,08AACCM7102J1ZK,Cont.-20 Ft.,HR55AL6651
7300049002,20/04/2022,IN202220291,1009039,Mahesh Edible Oil Industries Ltd.,Kota,1009039,Mahesh Edible Oil Industries Ltd.,Kota,152300450,CTC 29/13<RED 2048 (L.W.),1523003,CTC 29/13,"1,260,000",210,0.00,Kota,IN,CIF,16512,TCI HI-WAYS PVT LTD,LL42739,Rajasthan,Rajasthan,08AACCM7102J1ZK,08AACCM7102J1ZK,Cont.-20 Ft.,HR55AL6651
7300049003,20/04/2022,IN202220292,97310013,Ultra Plus Lubes Pvt. Ltd.,Kalamboli,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066700,SK 38/23 SFB <BLACK 4174 *VALVOLINE,1330665,SK 38/23 SFB IHS,"41,400",23,0.00,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP0183,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACU6623Q1ZS,PICK UP,MH14FT0657
7300049003,20/04/2022,IN202220292,97310013,Ultra Plus Lubes Pvt. Ltd.,Kalamboli,1010986,Valvoline Cummins Private Limited,Additional Ambernath,133066597,SK 38/23 SFB <VALVO IHS GREEN *VALVOLINE,1330665,SK 38/23 SFB IHS,"48,600",27,0.00,Additional Ambernath,IN,CIF,17587,N P TRANSPORT,NP0183,Maharashtra,Maharashtra,27AAACW0287A1ZN,27AAACU6623Q1ZS,PICK UP,MH14FT0657
7300049004,20/04/2022,IN202220293,9006573,ExxonMobil Lubricants Pvt. Ltd.,Navi Mumbai,1015285,ExxonMobil Lubricants Pvt. Ltd.,"Sion East Mumbai, Mumbai",133066861,SK 38/23 SFB <IHS 36/1 * RED 7114,1330665,SK 38/23 SFB IHS,"201,600",112,0.00,"Sion East Mumbai, Mumbai",IN,CIF,17587,N P TRANSPORT,NP0185,Maharashtra,Maharashtra,27AABCE0207H1Z6,27AABCE0207H1Z6,Cont.-20 Ft.,MH04GR2918
7300049005,20/04/2022,IN202220294,9006573,ExxonMobil Lubricants Pvt. Ltd.,Navi Mumbai,1015285,ExxonMobil Lubricants Pvt. Ltd.,"Sion East Mumbai, Mumbai",135290381,SK 50/21 SFB <IHS 47/1 *MOBIL* BLUE 18,1352902,SK 50/21 SFB IHS,"24,000",20,0.00,"Sion East Mumbai, Mumbai",IN,CIF,17587,N P TRANSPORT,NP0185,Maharashtra,Maharashtra,27AABCE0207H1Z6,27AABCE0207H1Z6,Cont.-20 Ft.,MH04GR2918
7300049006,20/04/2022,IN202220295,9006573,ExxonMobil Lubricants Pvt. Ltd.,Navi Mumbai,1015285,ExxonMobil Lubricants Pvt. Ltd.,"Sion East Mumbai, Mumbai",135290600,SK 50/21 SFB <IHS 47/1 *MOBIL* BLK 4174,1352902,SK 50/21 SFB IHS,"20,400",17,0.00,"Sion East Mumbai, Mumbai",IN,CIF,17587,N P TRANSPORT,NP0185,Maharashtra,Maharashtra,27AABCE0207H1Z6,27AABCE0207H1Z6,Cont.-20 Ft.,MH04GR2918
7300049006,20/04/2022,IN202220295,9006573,ExxonMobil Lubricants Pvt. Ltd.,Navi Mumbai,1015285,ExxonMobil Lubricants Pvt. Ltd.,"Sion East Mumbai, Mumbai",135290245,SK 50/21 SFB <IHS 47/1*MOBIL*SILVER QR C,1352902,SK 50/21 SFB IHS,"40,800",34,0.00,"Sion East Mumbai, Mumbai",IN,CIF,17587,N P TRANSPORT,NP0185,Maharashtra,Maharashtra,27AABCE0207H1Z6,27AABCE0207H1Z6,Cont.-20 Ft.,MH04GR2918
7300049006,20/04/2022,IN202220295,9006573,ExxonMobil Lubricants Pvt. Ltd.,Navi Mumbai,1015285,ExxonMobil Lubricants Pvt. Ltd.,"Sion East Mumbai, Mumbai",133066861,SK 38/23 SFB <IHS 36/1 * RED 7114,1330665,SK 38/23 SFB IHS,"178,200",99,0.00,"Sion East Mumbai, Mumbai",IN,CIF,17587,N P TRANSPORT,NP0185,Maharashtra,Maharashtra,27AABCE0207H1Z6,27AABCE0207H1Z6,Cont.-20 Ft.,MH04GR2918
7300049006,20/04/2022,IN202220295,9006573,ExxonMobil Lubricants Pvt. Ltd.,Navi Mumbai,1015285,ExxonMobil Lubricants Pvt. Ltd.,"Sion East Mumbai, Mumbai",133066582,SK 38/23 SFB <IHS 36/1 * BLACK 4174(R),1330665,SK 38/23 SFB IHS,"140,400",78,0.00,"Sion East Mumbai, Mumbai",IN,CIF,17587,N P TRANSPORT,NP0185,Maharashtra,Maharashtra,27AABCE0207H1Z6,27AABCE0207H1Z6,Cont.-20 Ft.,MH04GR2918
7300049007,20/04/2022,IN202220296,9004408,Prithviraj Plastics Pvt Ltd.,Kurakumbh,97300045,Cargill India Pvt Ltd.,Pune,133060840,SK 38/23 PV <*CARGILL* IHS GREEN 0027,1330603,SK 38/23 PV IHS,"34,200",19,0.00,Pune,IN,CIF,17587,N P TRANSPORT,NP0184,Maharashtra,Maharashtra,27AAACC3269J1ZK,27AAFCP7763B1ZC,PICK UP,MH18BG4584
7300049008,20/04/2022,IN202220297,97300136,N. K. Proteins Pvt. Ltd.,Mehsana,97300136,N. K. Proteins Pvt. Ltd.,Mehesana,116310410,BERG SPOUT 42 ECCO<ORANGE 0032*TIRUPATI*,1163201,BERG SPOUT 42 ECO,"224,000",140,0.00,Mehesana,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2200627,Gujarat,Gujarat,24AAACN9377N1ZU,24AAACN9377N1ZU,LCV-709,MH12AS9912
7300049009,20/04/2022,IN202220298,9008183,AGRO PACK WH,Dahej,1018329,Adama India Private Limited,Bharuch,134620103,SK 40/23 SFB CUT <IHS ADAMA PURPLE 9333,1346201,SK 40/23 SFB CUT IHS - ADAMA,"438,600",258,0.00,Bharuch,IN,CIF,17587,N P TRANSPORT,NP0186,Gujarat,Gujarat,24AABCM8797N1ZO,,Cont.-20 Ft.,MH14FT5794
7300049010,20/04/2022,IN202220299,9008183,AGRO PACK WH,Dahej,1018329,Adama India Private Limited,Bharuch,134620103,SK 40/23 SFB CUT <IHS ADAMA PURPLE 9333,1346201,SK 40/23 SFB CUT IHS - ADAMA,"71,400",42,0.00,Bharuch,IN,CIF,17587,N P TRANSPORT,NP0186,Gujarat,Gujarat,24AABCM8797N1ZO,,Cont.-20 Ft.,MH14FT5794
7300049012,20/04/2022,IN202220301,1019486,Lohiya Edible Oils Pvt Ltd.,Kakinada,1019486,Lohiya Edible Oils Pvt Ltd.,"kakinada, East Godavari",133060983,SK 38/23 PV <IHS-CB/PET/PE YELLOW 0041,1330603,SK 38/23 PV IHS,"153,000",85,0.00,"kakinada, East Godavari",IN,CIF,17241,TCI Express Limited,59769986,ANDHRA PRADESH,ANDHRA PRADESH,37AABCL0085C1ZW,37AABCL0085C1ZW,LCL,MH05K9983
7300049013,20/04/2022,IN202220302,97300214,VISHAL INDUSTRIES,Delhi,97300214,VISHAL INDUSTRIES,Delhi,116211081,P2 K CL BLU/RED 21,1162110,P2 K CL,"12,600",7,0.00,Delhi,IN,CIF,17241,TCI Express Limited,59769964,Delhi,Delhi,07AAXPS2781F1Z2,07AAXPS2781F1Z2,LCL,MH05K9983
7300049014,20/04/2022,IN202220303,1019473,Lohiya Industries,Telangana,1019473,Lohiya Industries,Telangana state,133060983,SK 38/23 PV <IHS-CB/PET/PE YELLOW 0041,1330603,SK 38/23 PV IHS,"100,800",56,0.00,Telangana state,IN,CIF,17241,TCI Express Limited,59769990,Telangana,Telangana,36AAAFL7645J1Z2,36AAAFL7645J1Z2,LCL,MH05K9983
