Billing Document,Billing Date,Reference,Ship-to party,Name of the ship-to party,Location of the ship-to party,Sold-to party,Sold-to party Name,Location of the sold-to party,Material,Description,Product hierarchy,Product Hierarchy Description,Billed Quantity,No of Boxes,Freight Aft .ST,City,Country Key,Incoterms,Vendor,Transporter Name,Lr. Number,State Ship-to party,State Sold-to party,GST number Sold to Party,GST number Ship to Party,Vehicle Name,Vehicle NO
7300051309,07/09/2022,IN202222446,1016772,DHANLAXMI EDIBLES PVT. LTD,Gandhidham,1016772,DHANLAXMI EDIBLES PVT. LTD,"AT. SHEMLA, GONDA",116310423,BERG SPOUT 42 ECCO< GREEN 0089 *BUNGE*,1163201,BERG SPOUT 42 ECO,"25,600",16,0.00,"AT. SHEMLA, GONDA",IN,CIF,97300171,V-Trans (India) Ltd.,VT20324723,Gujarat,Gujarat,24AAECD8014A1ZB,24AAECD8014A1ZB,LCL,MH14AZ2799
7300051310,07/09/2022,IN202222447,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,Bidadi,1009692,Hindustan Coca Cola Bev. Pvt. Ltd.,"Bidadi, Hobli",172600553,HEX.29/11SFB3T 120K0.4V22<BLU*KINLEY OCT,1726210,HEXALITE 29/11 7266 SFB 3T  120KN,"1,320,000",360,0.00,"Bidadi, Hobli",IN,CIF,16512,TCI HI-WAYS PVT LTD,LL59477,Karnataka,Karnataka,29AAACH3005M1ZN,29AAACH3005M1ZN,Cont.-20 Ft.,KA52B0205
7300051311,07/09/2022,IN202222448,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401001,DS SUS 22/14 7040 SFB <BLU 7925*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"2,227,000",262,0.00,Medak,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206295,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12QG7304
7300051311,07/09/2022,IN202222448,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401002,DS SUS 22/14 7040 SFB <RED 2048*COCACOLA,1704001,DS SUS 22/14 7040 SFB,"850,000",100,0.00,Medak,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206295,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12QG7304
7300051311,07/09/2022,IN202222448,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401022,DS SUS 22/14 7040 SFB<WHITE *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"850,000",100,0.00,Medak,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206295,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12QG7304
7300051311,07/09/2022,IN202222448,1012637,Hindustan Coca Cola Beverages Pvt L,Hyderabad,1012637,Hindustan Coca Cola Beverages Pvt L,Medak,170401023,DS SUS 22/14 7040 SFB<BLACK4 *COCA-COLA*,1704001,DS SUS 22/14 7040 SFB,"1,377,000",162,0.00,Medak,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206295,Telangana,Telangana,36AAACH3005M1ZS,36AAACH3005M1ZS,Cont.-32 Ft.9,MH12QG7304
7300051312,08/09/2022,IN202222449,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059123,SK40/24 PV6<IHS POWER1 CRBMin *CASTR*RED,1340591,SK 40/24 PV6 IHS CASTROL,"10,500",7,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206320,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-709,DN09N9891
7300051312,08/09/2022,IN202222449,1011887,Castrol India Limited,"Silvasa, Castrol",1011887,Castrol India Limited,Silvassa,134059117,SK40/24 PV6<IHS *CASTROL*RED 3984,1340591,SK 40/24 PV6 IHS CASTROL,"150,000",100,0.00,Silvassa,IN,CIF,14308,AbhiImpact Logistic Solutions P.Ltd,AB2206320,DNH & Daman & Diu,DNH & Daman & Diu,26AAACC4481E1ZX,26AAACC4481E1ZX,LCV-709,DN09N9891
7300051313,08/09/2022,IN202222450,1010975,BHARAT AGRO OIL  PVT LTD,Gaziyabad,1010975,BHARAT AGRO OIL  PVT LTD,GHAZIABAD,152430201,CTC 26/10 (4330)<YELLOW 0046 V2 3020K,1524301,CTC  26/10  (4330),"50,000",5,0.00,GHAZIABAD,IN,CIF,17241,TCI Express Limited,TE64432200,Uttar Pradesh,Uttar Pradesh,09AADCB7301D1Z4,09AADCB7301D1Z4,LCL,MH05K9983
7300051314,08/09/2022,IN202222451,1010975,BHARAT AGRO OIL  PVT LTD,Gaziyabad,1010975,BHARAT AGRO OIL  PVT LTD,GHAZIABAD,152220318,EV 21/20 MAG orange /Orange  274  (2F),1520201,EV 21/20  MAG (7740),"110,200",29,0.00,GHAZIABAD,IN,CIF,17241,TCI Express Limited,TE64432200,Uttar Pradesh,Uttar Pradesh,09AADCB7301D1Z4,09AADCB7301D1Z4,LCL,MH05K9983
